track_id,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
126014,-352.14862,147.32999,-6.5724273,14.694692,28.994144,-2.1099935,-9.829181,-8.690117,-11.670817,-17.390236,-27.360178,-20.557602,-12.695879,-13.225413,-13.006323,-15.633018,-12.34874,2.2525353,2.121127,-4.9904156
054496,-291.36398,109.52084,-18.988659,31.483051,6.6123023,13.224818,-13.283144,-5.3667507,-4.79833,-0.6897042,-6.8794317,8.236983,-7.583853,4.7152205,-1.4561883,5.236787,-2.3504565,10.070183,-1.100694,1.009267
065893,-82.7786,65.24444,14.90012,42.38218,-0.03988716,24.970718,4.494605,8.11846,-4.207419,10.998155,-11.95909,9.965041,-6.1373034,6.2326703,-6.7377577,5.921886,-5.106119,4.3483324,-7.1983924,3.6090705
071158,-125.44936,130.3676,19.387224,44.798267,25.835644,2.4186385,4.915089,8.659434,-13.862946,7.3229723,2.9978964,2.2228312,-3.2750301,4.934766,-4.662223,3.8871453,-9.004475,3.2885575,-1.7866124,0.8290108
057821,-73.575874,95.50975,-6.634823,2.652416,-16.92134,12.93498,-9.079302,3.1027355,-10.591167,3.5237377,-10.893149,-2.7349668,-11.583306,-0.16266261,-9.321417,-1.2716215,-14.262728,1.4649969,-5.146381,8.128635
085967,-358.62408,141.25813,10.03635,16.368673,11.365072,6.4793086,-8.307972,-0.31341156,-10.003693,-4.6887436,-12.919664,-5.1015844,-10.886286,-1.2112138,-5.2276673,-3.5899558,-9.68236,-5.9151864,-14.765153,-8.468163
032075,-59.16704,121.63222,-32.624382,44.92756,4.1921096,11.837812,-1.7388322,12.495288,-1.3778663,5.370276,-5.946482,12.275258,-5.273039,4.389044,-2.2484884,3.6611,-5.9230947,5.721194,-3.5066755,1.9403591
119582,-183.22136,120.60401,-1.3913884,47.342705,4.394634,15.061911,-0.29676813,15.282694,-2.3841732,4.886366,-2.3773026,5.858177,-5.0245085,0.48057756,-1.6019797,4.9182105,-4.38516,4.963722,-2.733846,-4.9383965
116869,-419.5998,120.35006,46.05424,62.34539,19.870062,4.9038715,2.371569,-6.199002,-3.7526214,-18.929049,-19.04058,-9.904545,-11.6770935,-10.983616,-7.4318876,-3.4781618,-4.2970433,-4.367065,1.4733686,1.0780205
120303,-312.2709,178.45135,15.85541,31.08717,13.191987,17.586845,11.062028,8.91168,4.411693,2.1379976,0.32981905,0.90541416,0.33559918,4.4447722,3.4146545,4.1607985,-1.958222,-4.519708,-4.9053984,-1.7310815
043698,-14.17034,108.37036,-60.097504,38.56097,-3.5625772,8.159984,-6.7548094,10.20236,-6.9819636,10.142149,1.5427353,7.0007687,-1.0162531,9.546501,-3.0567143,4.0392227,-9.981904,4.2825394,-2.1332767,0.016954914
120317,-187.65424,148.49118,-2.367305,32.29458,15.529155,13.588155,1.8158695,12.414589,3.0002065,8.44182,5.3071685,12.487321,-0.31840658,1.4370693,-5.5759854,2.8653514,-3.6588194,6.5446153,-3.550771,0.080488235
037119,-293.03653,195.96739,20.533669,32.19737,16.628664,10.398476,2.009544,-2.5735955,-0.35200104,-2.2305002,2.1332865,4.8193793,10.646949,20.281553,23.240635,15.622265,6.016116,-0.8656622,-4.3009863,-6.525059
031568,-109.81925,108.7294,-1.4983002,27.541399,-10.111862,9.90502,-4.9591484,14.053834,2.0706716,14.857175,-0.65164876,8.072771,-4.3075213,7.830385,-3.2467608,5.625726,-8.495225,-2.439462,-9.918495,1.4320734
085973,-145.39952,150.73122,-26.835566,49.148853,-14.956027,-8.675401,-3.8851457,2.5073128,-10.167786,-2.6642947,-8.925659,-6.805575,-7.8129086,-3.5151644,-1.3506404,-4.4235797,-9.129167,-6.448736,-9.532528,-8.169895
026014,-180.38281,54.50483,18.00196,66.03232,25.718527,34.434963,15.337018,13.951543,5.310481,12.142232,-0.77806187,5.4682994,-3.3955033,5.2489877,-2.854336,0.26552486,-6.5751395,2.7697735,-6.8842907,-0.41153216
060041,-136.7444,97.2548,9.237863,14.29188,3.6832185,20.917875,0.5332986,17.806736,0.43248183,12.121202,0.71510994,6.634466,-0.48226643,0.7205193,-10.986348,2.506771,-10.286592,6.9206767,-7.717405,8.759143
122500,-80.09812,139.51443,29.983831,27.95489,-4.4260387,5.7974973,-21.3332,-2.7274692,-11.424282,-1.7383583,-12.047494,-0.7958089,-16.85416,-4.4600425,-12.990286,-3.8512907,-15.478009,-4.108924,-5.678113,0.41425064
044849,-320.69205,145.99611,9.961522,13.501917,-18.545952,9.885927,7.158735,0.9315983,-3.7883005,13.017912,8.7912,10.251562,7.1099625,7.6806664,-1.052987,-2.706147,-4.0150404,2.6706266,3.6481543,7.258401
120471,-40.10301,110.87717,-52.391884,18.926044,-3.359048,5.7578344,-9.1685705,2.2941053,-8.535353,7.9607153,2.7039907,7.737664,-3.7496758,4.886183,-3.119739,4.645313,-6.9298487,4.923353,-6.3996916,-1.6270825
054482,-229.53906,128.50322,-11.9992895,-3.0667725,-15.807114,8.782321,-14.45988,-12.079455,-11.387629,-8.981175,-10.908913,0.62346077,-2.703658,3.2058372,-1.85869,4.4825006,6.653302,9.36437,5.276226,7.4696336
068353,-137.67247,88.71432,21.439632,32.175827,-0.3300388,14.217664,-1.5276482,4.5393453,-7.3676567,8.517321,-8.414216,3.0177188,-5.445097,2.7808177,-6.593981,1.3470365,-9.817176,0.70697546,-10.63902,0.44124767
138216,-148.34937,102.44114,42.252293,42.354828,23.482317,23.72269,13.459497,15.476874,-3.3062983,2.6417243,-9.877046,0.10896378,-10.122068,-5.9907837,-9.817031,-0.9188307,-6.131462,4.5667524,-2.7379863,2.3301184
131554,9.170302,74.09673,-15.785229,45.599525,10.141344,14.017224,7.647519,16.012152,-12.804988,9.324735,-14.132985,8.40142,-11.267596,5.2954054,-5.0284305,-3.2251053,-15.146309,4.911086,-11.160607,6.62035
087194,-31.140127,84.299576,-13.128164,26.848946,-0.894306,13.936311,-12.496674,5.8647056,-19.756306,-3.1083412,-2.305545,0.23316544,-10.850685,-2.8214064,-9.896359,0.5036524,-14.074977,-2.7789197,-9.1260195,-1.732169
073773,-95.81478,96.92449,0.60177845,28.806652,7.976878,24.027933,4.516834,11.849475,-4.4159102,10.058832,2.4690287,9.412477,3.9911761,6.2833033,-3.3451705,8.952767,-5.8444395,5.654221,-3.627384,1.6036832
043868,-46.517014,86.72482,12.855985,40.357494,-5.2433805,10.669947,-8.075328,9.857167,-11.788475,12.048322,-5.8015556,12.199849,-2.8941302,10.167984,-10.427672,-0.20224494,-17.779146,-3.318224,-13.248279,4.7262874
109975,-128.7019,149.01634,4.6176314,75.750305,4.444864,16.672848,7.029476,17.4401,-1.4705968,4.626001,-0.058974568,7.3194714,-1.3174146,-7.824514,-1.0743114,-1.6439714,0.58561355,-1.0306696,-5.2777567,-0.9904556
037131,-27.470978,103.89731,7.1904206,33.25128,2.32561,19.664198,-4.2296844,12.327214,-6.211466,9.012375,-6.8230863,10.02848,-6.151531,8.13085,-6.12048,5.7060866,-8.582435,4.701908,-5.77494,4.1845913
135054,-284.71893,136.94768,-1.731499,47.007046,-5.0087175,24.436386,-3.139662,12.872643,7.197224,-2.4660249,9.454072,-5.9796276,7.9144015,-5.5825515,1.3120947,-4.64006,-5.63711,-1.3335985,-8.150822,-1.33179
133431,-156.71628,151.50102,-0.72034574,41.752678,3.6381547,5.6628556,-17.814348,9.088951,-9.218774,-9.925205,-5.0272784,0.32687995,-16.678093,10.327977,-14.31542,-1.2148243,-2.780712,-12.117059,1.8481562,-1.9822681
097393,-140.64507,118.89764,-30.919676,7.5562005,-35.206303,-3.7796748,-30.596134,-2.6330545,-13.152542,1.3677671,-17.500679,-1.3802209,-8.571773,1.3586314,-8.137662,0.3691848,-7.338862,0.55154943,-7.07716,-0.81313133
073767,-6.680756,96.126755,-25.483723,45.382034,1.0831952,22.823072,-0.48206982,15.021625,0.1617584,12.943134,0.09515357,11.588582,-0.004794021,10.708944,1.3396462,11.163382,0.2450488,5.6265388,-6.385714,2.334571
091084,-40.268906,77.61542,1.5732464,36.422825,11.918604,14.692885,11.613469,17.45665,0.63026124,13.892728,-0.3245158,7.9354196,-4.711637,11.542631,-1.8064795,6.2623177,-0.7032585,7.44077,-7.180761,5.8234334
131540,26.483576,95.15633,-1.4178461,46.816723,-0.25001267,3.6979125,-6.7476416,13.446722,-7.051875,3.9013312,-13.884041,2.6067994,-6.2023506,5.5874805,-8.192373,12.472099,-14.486362,4.9552636,-10.05059,3.9564896
103519,-140.96317,148.54356,15.690088,19.502974,2.938519,10.184138,-9.129069,4.577725,-9.128652,3.4604092,-2.0535867,1.9109836,-11.913008,-3.2839015,-8.034694,0.72624147,-2.6901724,7.6694927,-3.9538295,3.8073258
114065,-158.27092,105.52588,-30.031773,9.386915,-27.36614,6.316972,-8.253612,-4.3644304,-15.413495,-8.079828,-23.507196,-16.574076,-18.656637,-10.191571,-20.436949,-7.3042927,-1.1348801,7.5506845,-3.7913,4.6350408
104276,22.999525,66.78857,12.9545555,23.517357,5.4075456,20.478409,-2.6034951,14.235907,-1.8766942,13.904925,-3.755426,9.584124,-6.41435,8.961595,-6.35449,7.268833,-6.7700315,6.6203437,-8.040126,5.12749
043883,-72.56869,-52.549244,-52.46377,13.203089,-13.880624,10.01503,-12.457491,13.431672,-6.2673492,8.488957,-10.957365,6.1256423,-9.914892,5.546428,-9.497972,5.009087,-6.7909927,4.60346,-9.036795,4.6628537
004510,-267.4931,118.60818,16.864954,23.663527,11.479873,6.9195814,-7.896882,1.7554916,-14.246399,-6.052479,-19.779102,-10.932737,-13.952302,-7.597272,-8.398732,-2.3300834,-8.725762,2.474091,-4.8448606,1.3847142
142551,-61.002174,131.7603,-11.698097,19.04878,3.3519704,10.522346,-0.97804207,6.5594954,0.99135226,9.290587,-3.3558762,12.195807,-6.0809336,10.015241,-7.4392037,2.779161,-2.6014204,7.889457,-1.3462996,3.535884
000010,-19.837091,97.88716,-52.087177,35.81951,-7.975301,5.586068,-5.638695,5.962729,-8.540472,3.7034125,-12.372822,5.2978673,-9.403314,5.5708585,-7.8969593,1.8316556,-5.827612,5.5777507,-3.4693594,6.2024336
006461,-168.85219,152.8677,-3.0769577,24.993443,14.493016,-0.6766279,-3.1243653,-3.9855902,-12.631537,1.1696862,-7.975819,-1.5231199,-11.488487,-4.552084,-9.172179,2.5430577,-10.343317,0.062873445,1.3428606,-2.8142653
018887,-89.45761,114.62158,-3.1144907,35.631542,-10.340835,-7.8366632,-1.2840275,12.0252905,-10.953977,3.1486247,-1.7175348,2.1986423,-11.839701,3.8189557,-6.4507527,5.8580465,-11.365348,4.261064,-10.498388,1.3040555
054469,-180.20795,112.243065,-13.243886,19.863337,2.7266765,3.5929503,0.053600498,7.9931087,-1.8105495,3.0279143,-3.8209026,10.698724,5.828985,8.788839,-0.3495706,9.820581,4.6723704,9.082859,3.1382418,5.222176
130689,-37.308422,42.705658,-11.234112,43.290405,5.087104,12.283454,-7.9338875,12.205229,-8.494285,15.063609,-4.4704,7.093358,-3.318968,8.975556,-2.267746,14.99533,0.9156541,16.491632,-1.9268811,4.927591
107025,-74.79293,68.77027,-0.17572461,30.679972,7.421857,21.400682,-4.274003,10.655163,-5.011258,8.316017,-3.2343607,10.449408,-1.8011596,7.2552233,-3.3820043,7.8566966,-3.7756338,4.247884,-3.1353605,3.0004933
142579,-45.64458,83.7528,21.152401,45.966797,10.464305,16.261766,7.4191895,1.8898218,-8.276147,9.691274,-11.345877,11.031118,-12.431663,2.1749167,-5.02959,6.2414117,-9.203014,-0.38916323,-11.733868,4.0717964
056518,-187.18414,91.9616,18.691532,-1.5120357,-8.8236265,-22.728401,-18.051588,-28.508404,-24.186022,-15.023611,-38.157352,-18.832088,-32.241005,-12.247165,-28.556732,-9.629335,-18.779722,-3.4560947,-13.693515,0.4010013
134389,-13.906222,37.03012,4.4046974,31.395483,0.23676051,11.783202,-10.282998,5.5322194,-5.452045,10.957646,-12.505108,3.1340125,-9.396889,2.0276585,-13.278069,-0.030050432,-10.831474,1.4033064,-9.557715,3.3168168
