track_id,tempo
126014,107.666015625
054496,117.45383522727273
065893,92.28515625
071158,86.1328125
057821,184.5703125
085967,143.5546875
032075,143.5546875
119582,143.5546875
116869,151.99908088235293
120303,117.45383522727273
043698,143.5546875
120317,129.19921875
037119,129.19921875
031568,117.45383522727273
085973,129.19921875
026014,95.703125
060041,129.19921875
122500,117.45383522727273
044849,112.34714673913044
120471,143.5546875
054482,143.5546875
068353,123.046875
138216,95.703125
131554,117.45383522727273
087194,129.19921875
073773,123.046875
043868,151.99908088235293
109975,129.19921875
037131,117.45383522727273
135054,129.19921875
133431,172.265625
097393,117.45383522727273
073767,89.10290948275862
091084,151.99908088235293
131540,117.45383522727273
103519,135.99917763157896
114065,123.046875
104276,184.5703125
043883,123.046875
004510,123.046875
142551,129.19921875
000010,112.34714673913044
006461,112.34714673913044
018887,129.19921875
054469,135.99917763157896
130689,117.45383522727273
107025,112.34714673913044
142579,103.359375
056518,123.046875
134389,161.4990234375
099369,103.359375
098077,117.45383522727273
087157,143.5546875
108464,129.19921875
116882,117.45383522727273
119569,143.5546875
051263,99.38401442307692
046079,161.4990234375
039875,129.19921875
096728,135.99917763157896
108302,123.046875
107031,117.45383522727273
045941,123.046875
126216,103.359375
072135,95.703125
097813,129.19921875
141299,135.99917763157896
024367,123.046875
142948,143.5546875
144487,117.45383522727273
056929,103.359375
020667,151.99908088235293
117961,129.19921875
108841,143.5546875
001681,112.34714673913044
061175,92.28515625
114298,123.046875
024429,143.5546875
005381,129.19921875
125723,123.046875
036987,83.35433467741936
090826,103.359375
107596,117.45383522727273
131024,135.99917763157896
073565,161.4990234375
085595,92.28515625
071372,143.5546875
061161,129.19921875
086077,123.046875
055549,143.5546875
119025,123.046875
006677,123.046875
059373,112.34714673913044
061820,135.99917763157896
009550,95.703125
038955,117.45383522727273
000212,99.38401442307692
004074,99.38401442307692
148518,143.5546875
129694,99.38401442307692
108882,103.359375
101118,99.38401442307692
063789,129.19921875
116464,161.4990234375
089350,151.99908088235293
107569,161.4990234375
000574,117.45383522727273
094467,117.45383522727273
143303,123.046875
001642,99.38401442307692
152568,107.666015625
110983,123.046875
131795,151.99908088235293
121592,172.265625
075869,135.99917763157896
068838,112.34714673913044
010983,123.046875
116458,112.34714673913044
139524,129.19921875
126404,117.45383522727273
062534,143.5546875
056691,89.10290948275862
029045,103.359375
039530,117.45383522727273
083906,143.5546875
126362,117.45383522727273
129051,99.38401442307692
146482,161.4990234375
010808,129.19921875
019192,117.45383522727273
126410,151.99908088235293
048493,129.19921875
067470,143.5546875
034996,129.19921875
127726,123.046875
107390,107.666015625
073363,99.38401442307692
125657,89.10290948275862
001087,89.10290948275862
072069,92.28515625
035444,151.99908088235293
112789,129.19921875
135336,92.28515625
133974,112.34714673913044
059561,92.28515625
075935,83.35433467741936
129092,143.5546875
042141,80.74951171875
091319,117.45383522727273
038821,129.19921875
109356,117.45383522727273
004100,172.265625
086117,123.046875
127915,129.19921875
074381,117.45383522727273
072928,135.99917763157896
056646,135.99917763157896
107435,151.99908088235293
091443,117.45383522727273
081650,129.19921875
117626,107.666015625
129910,112.34714673913044
098301,123.046875
048450,143.5546875
001736,92.28515625
019179,117.45383522727273
145606,151.99908088235293
085436,99.38401442307692
017632,143.5546875
134941,135.99917763157896
148444,135.99917763157896
108060,129.19921875
012986,80.74951171875
125680,151.99908088235293
048444,95.703125
051115,107.666015625
085422,172.265625
129904,143.5546875
117632,112.34714673913044
022474,99.38401442307692
130702,107.666015625
093917,123.046875
026174,161.4990234375
056493,129.19921875
045389,99.38401442307692
140583,112.34714673913044
126606,161.4990234375
107810,107.666015625
107804,92.28515625
122474,143.5546875
133579,103.359375
030702,99.38401442307692
048861,129.19921875
055830,95.703125
053299,135.99917763157896
081491,123.046875
068541,103.359375
125333,112.34714673913044
133551,143.5546875
000825,112.34714673913044
133545,107.666015625
038362,129.19921875
137723,135.99917763157896
081485,161.4990234375
138410,123.046875
064409,143.5546875
073175,117.45383522727273
107186,143.5546875
003492,151.99908088235293
010388,123.046875
030058,92.28515625
116706,112.34714673913044
073820,123.046875
052636,107.666015625
014663,99.38401442307692
040232,107.666015625
123965,151.99908088235293
000602,151.99908088235293
123971,161.4990234375
107179,143.5546875
118059,75.99954044117646
080002,123.046875
084264,161.4990234375
050753,135.99917763157896
010377,107.666015625
127281,103.359375
031391,135.99917763157896
010439,107.666015625
068582,117.45383522727273
015541,99.38401442307692
131385,107.666015625
148120,95.703125
091899,161.4990234375
108504,135.99917763157896
080758,143.5546875
143061,95.703125
058333,112.34714673913044
082629,135.99917763157896
060874,99.38401442307692
127295,129.19921875
110439,172.265625
097542,129.19921875
098671,123.046875
130931,161.4990234375
143060,123.046875
130930,107.666015625
098670,123.046875
127294,135.99917763157896
110438,117.45383522727273
060875,143.5546875
142418,123.046875
039900,123.046875
082628,135.99917763157896
031390,123.046875
118070,107.666015625
127280,129.19921875
108505,161.4990234375
148121,95.703125
015540,112.34714673913044
010438,117.45383522727273
080765,117.45383522727273
128825,135.99917763157896
123970,161.4990234375
144733,117.45383522727273
010376,117.45383522727273
037911,123.046875
040541,89.10290948275862
050752,99.38401442307692
080003,86.1328125
118058,69.83741554054055
107178,143.5546875
096675,92.28515625
110410,99.38401442307692
141139,123.046875
019420,151.99908088235293
123964,161.4990234375
009155,129.19921875
040233,117.45383522727273
052637,89.10290948275862
073821,123.046875
116707,129.19921875
090589,151.99908088235293
137722,151.99908088235293
038363,99.38401442307692
133544,117.45383522727273
036428,92.28515625
030059,135.99917763157896
010389,129.19921875
107187,143.5546875
073174,112.34714673913044
064408,143.5546875
032882,92.28515625
124992,123.046875
115597,123.046875
057968,123.046875
067673,107.666015625
068540,123.046875
141878,99.38401442307692
065064,123.046875
142381,123.046875
122475,69.83741554054055
107805,161.4990234375
146681,172.265625
120504,99.38401442307692
055831,112.34714673913044
114879,123.046875
022475,107.666015625
126607,107.666015625
127519,95.703125
045388,117.45383522727273
125681,112.34714673913044
118500,123.046875
085423,161.4990234375
051114,117.45383522727273
145607,129.19921875
098300,99.38401442307692
117627,117.45383522727273
052409,129.19921875
107434,117.45383522727273
075908,143.5546875
134940,99.38401442307692
011242,123.046875
017633,161.4990234375
049029,103.359375
108049,135.99917763157896
117169,117.45383522727273
004101,89.10290948275862
109357,143.5546875
038820,123.046875
