track_id,zero_crossings
126014,27583
054496,61225
065893,73151
071158,30357
057821,65615
085967,31947
032075,63631
119582,41255
116869,20725
120303,17807
043698,89163
120317,33429
037119,22033
031568,49217
085973,36627
026014,38473
060041,47691
122500,23041
044849,54079
120471,90249
054482,42043
068353,67613
138216,31819
131554,83075
087194,72155
073773,45989
043868,55883
109975,18269
037131,53325
135054,46351
133431,33351
097393,57047
073767,44055
091084,50479
131540,68406
103519,35097
114065,47645
104276,93635
043883,282629
004510,32583
142551,38045
000010,98089
006461,35933
018887,62381
054469,40024
130689,147681
107025,84415
142579,78177
056518,49527
134389,151519
099369,109309
098077,45993
087157,36413
108464,46357
116882,61473
119569,79585
051263,69692
046079,54012
039875,60471
096728,20153
108302,72333
107031,88731
045941,22208
126216,21091
072135,73623
097813,19711
141299,72803
024367,38139
142948,71581
144487,45840
056929,92177
020667,37463
117961,52559
108841,22391
001681,73837
061175,96657
114298,141101
024429,40975
005381,27319
125723,47397
036987,19771
090826,57267
107596,20711
131024,10455
073565,25460
085595,40483
071372,102459
061161,93815
086077,12365
055549,34151
119025,86377
006677,87519
059373,53597
061820,46721
009550,46099
038955,47193
000212,67879
004074,46733
148518,66533
129694,38579
108882,31899
101118,51251
063789,48123
116464,83537
089350,22219
107569,20709
000574,94205
094467,42339
143303,44649
001642,95481
152568,36437
110983,62371
131795,56053
121592,62876
075869,43573
068838,35447
010983,151327
116458,51985
139524,36187
126404,42597
062534,41169
056691,77323
029045,56047
039530,47145
083906,72897
126362,47605
129051,30521
146482,83087
010808,78611
019192,71235
126410,25565
048493,57247
067470,26955
034996,33335
127726,39783
107390,27965
073363,33152
125657,21315
001087,60657
072069,49945
035444,42657
112789,247000
135336,55061
133974,77677
059561,99729
075935,137417
129092,28213
042141,78351
091319,63155
038821,71695
109356,72895
004100,61193
086117,40751
127915,45112
074381,48425
072928,30905
056646,61391
107435,43905
091443,35297
081650,20474
117626,42697
129910,34143
098301,53219
048450,42765
001736,61753
019179,26563
145606,88471
085436,22231
017632,69323
134941,65437
148444,108877
108060,50497
012986,41945
125680,26343
048444,114503
051115,22458
085422,53429
129904,83499
117632,68039
022474,48436
130702,59312
093917,28741
026174,42609
056493,91651
045389,28281
140583,36113
126606,32299
107810,88985
107804,58419
122474,24239
133579,43177
030702,28342
048861,10529
055830,94501
053299,39255
081491,36796
068541,58923
125333,83231
133551,37117
000825,95460
133545,40053
038362,28365
137723,57481
081485,27646
138410,29975
064409,31870
073175,25221
107186,73785
003492,39203
010388,29509
030058,38891
116706,43631
073820,20591
052636,23195
014663,21629
040232,76925
123965,122861
000602,22767
123971,36695
107179,96041
118059,17059
080002,26765
084264,87271
050753,66241
010377,52573
127281,51223
031391,19179
010439,33475
068582,27323
015541,65583
131385,43184
148120,47997
091899,53875
108504,86823
080758,51189
143061,44373
058333,92923
082629,54555
060874,74111
127295,68889
110439,30867
097542,63207
098671,75413
130931,21027
143060,51725
130930,23175
098670,90535
127294,76431
110438,21643
060875,68391
142418,29659
039900,87843
082628,27602
031390,22699
118070,21841
127280,28669
108505,82297
148121,59347
015540,52815
010438,56683
080765,49415
128825,100379
123970,80303
144733,70518
010376,6137
037911,28779
040541,88089
050752,98013
080003,31783
118058,26939
107178,89925
096675,63339
110410,87111
141139,34543
019420,66199
123964,76211
009155,16401
040233,55533
052637,28117
073821,24043
116707,42743
090589,38201
137722,77131
038363,14267
133544,20547
036428,36189
030059,68175
010389,76217
107187,65366
073174,25303
064408,40836
032882,71255
124992,37167
115597,51885
057968,19470
067673,67341
068540,27567
141878,32893
065064,58376
142381,76627
122475,21635
107805,57369
146681,41895
120504,91645
055831,102725
114879,91261
022475,84218
126607,52779
127519,16765
045388,43479
125681,22269
118500,32171
085423,58673
051114,58523
145607,90709
098300,60739
117627,62675
052409,66697
107434,74593
075908,43451
134940,65375
011242,64961
017633,70102
049029,22085
108049,112243
117169,27475
004101,47065
109357,67141
038820,50758
074380,59709
127914,43567
086116,70031
045149,76235
133975,31851
038834,33492
091318,97653
129093,40675
072068,61603
133020,46195
135337,70203
112788,201603
007391,55617
033020,53687
056874,41247
048492,47399
007385,57465
060478,87719
025124,68839
107391,49999
083913,60787
036616,52691
063159,19567
119187,85567
129044,49447
088846,75351
146483,78895
140794,76693
126411,16207
010809,88857
029044,51601
019187,43569
112978,24981
056690,19112
126405,52805
119193,97919
070657,48347
083898,75309
121593,56955
021587,83943
068839,42839
131794,40501
110982,58161
100549,61505
152569,24657
007554,15645
148519,41299
042020,77971
004075,54285
110772,63529
000213,35605
061821,50582
114272,19604
116465,130089
108883,29513
101119,60077
129695,38959
140623,30729
057439,70545
114266,18119
000207,40345
113284,73185
036986,31825
061160,82623
133632,62986
085594,70995
126559,21669
073564,41294
023353,35303
107597,22577
108868,74809
107583,59489
024428,14307
061174,81519
001680,48475
125722,52071
036992,61959
138015,26851
142949,74869
115811,45311
024366,41893
101864,67230
108840,70633
131019,78671
144492,12106
072134,47579
075883,26077
126217,20803
028548,26839
051262,25623
000993,79157
125291,48087
105141,140295
116883,25360
107030,57447
108303,38639
096729,19671
057175,59306
037859,109951
046078,58498
006448,54131
085027,17819
074960,61171
054468,41249
099368,96691
108471,36719
051276,49247
134388,71253
056519,28995
140421,41659
080611,21309
004511,28131
108459,49115
000777,62475
114070,35387
094102,66623
142550,59603
092573,90667
066394,62851
005169,20887
116101,17707
042236,28999
000005,65573
046736,46481
104277,68207
114064,77561
103518,42081
118886,38005
075317,93483
109960,25891
080836,89915
073766,80577
148082,34451
115391,31289
071617,102495
091085,75503
033424,59201
138217,27157
067707,22471
105196,22399
001482,10215
109974,36081
043869,73107
073772,37045
011861,89205
120316,65455
043699,82897
128992,29067
044848,22575
120470,35073
036560,20709
126015,19147
120302,44259
116868,28787
126773,22065
119583,55533
085966,37489
057820,80459
064542,14616
054481,74956
139123,46343
043843,47943
108498,56917
089192,70347
062655,68307
120314,15063
060042,68637
122503,21797
026017,49231
057822,64103
129442,34905
043857,57731
099395,72535
120300,29947
120466,83225
064556,60497
126017,12053
026765,45903
033426,81021
091087,34303
123147,45087
071173,43674
133432,36733
135043,48643
073764,38321
080834,46287
120328,26089
109962,32853
073770,60449
137898,45817
128760,15299
109976,35315
009962,38339
138215,44441
091093,53797
054442,59781
013709,43811
142552,32383
114072,51857
046720,52917
086262,88293
004507,31503
057639,60049
114066,38267
049407,84827
092565,113119
042234,43407
016895,52879
083440,20667
057177,79666
005157,21107
013735,40215
108301,45063
116881,37495
139862,97709
127484,41309
118674,31983
125293,48515
051260,25217
125287,59367
001443,39647
051274,74503
018112,45695
139876,98475
089179,81261
108473,22681
087154,78479
003532,53517
048043,36301
118489,73675
108842,40901
024364,66517
115813,55831
047199,58503
051923,48523
126215,20531
072136,47593
024370,43449
107595,49333
073566,28455
037324,43219
071371,126975
085596,42935
036984,24295
112198,58239
092954,25149
126229,44405
081082,59037
138017,20229
036990,21171
001682,59831
031999,38237
073572,24121
035527,42679
140621,46707
116467,27623
012173,55667
108881,20087
055238,59748
104063,47855
145759,60321
084111,58115
048269,55885
009553,39477
152543,74371
113279,45557
000211,51973
004077,61451
110764,78957
119026,74543
109235,67467
039484,47255
006674,66377
066180,46699
040147,27867
133803,46101
047628,82579
090616,35239
129683,34595
030488,35253
126598,45447
053675,32293
003724,57061
013537,47763
121591,57270
035296,22201
145003,48997
084139,23429
011334,56981
058052,147629
110980,63051
087430,30279
131796,34055
140609,45235
122932,29492
143300,41789
056686,24136
122675,65801
025668,94031
126413,18645
146481,50635
034003,30753
072056,82627
129046,76303
036614,40935
083911,42437
029720,49735
122107,38961
070655,19437
129052,50728
126407,84885
130265,52443
056692,66177
020704,46619
032328,70175
007393,50151
122649,28391
133022,22939
088878,31121
097958,46552
097794,61123
134981,45027
091468,56459
127916,39891
074382,36805
056645,56949
038822,47265
011268,82247
093519,25427
109355,73151
004103,51723
129091,39135
075936,80627
116261,28781
110610,62481
115768,37811
133977,37463
059562,72303
007378,69951
056651,51429
053729,27346
085421,49933
118502,37337
117631,69041
013325,82541
012985,40675
085347,83435
134956,44117
017631,79855
134942,72935
055402,68029
098302,47921
001735,94131
048453,54799
133793,41207
026605,147543
055833,86803
127269,75001
146683,53961
011917,58371
048862,57786
126605,60833
139043,50901
022477,59652
055827,101961
107185,69599
026639,27695
085838,43065
112588,50019
113696,61871
038361,10727
133546,32777
138413,42365
024748,152745
137720,72381
025324,68483
080001,32125
112211,32901
010374,19141
123972,55269
137907,107344
106502,95509
128827,149554
080773,86523
052635,68771
000615,12511
040231,61467
123966,86665
019422,24862
097569,50057
093727,26877
114884,107431
091130,29839
127296,61463
130932,29465
126188,46835
008261,43909
015542,73419
098666,63631
031392,25265
015543,51015
105022,296507
051301,31863
043063,138425
098667,78969
130927,73979
126189,51915
097540,26275
119379,52905
130933,17255
127297,46567
040230,34205
014661,67857
052634,26219
073822,38890
116704,21727
080772,89427
097568,36561
013668,52105
142433,53427
019423,29785
010375,66945
006517,35307
040542,88083
083509,49169
112210,37167
001278,45481
080000,27551
080766,100151
123973,46687
133553,28249
068543,50415
033221,95756
138406,45259
044917,62865
131422,26531
026638,38435
107184,64195
131436,107559
127532,18009
065073,29265
137721,44857
024749,159413
113697,55163
085839,35313
029245,60907
132117,51583
093915,16077
120513,58719
055826,101883
022476,80376
127268,58993
055832,98389
048863,23438
057943,73429
011916,65393
036371,51845
141304,47209
134943,70681
070873,21073
041310,67213
048452,151784
090987,63199
087237,84449
117630,58755
090993,39059
118503,49837
091455,49051
085420,60545
051117,49636
145610,101109
048446,69977
001720,96605
084058,67889
085346,91345
141310,64813
115769,24673
094263,35847
051659,37183
110611,24083
088892,50433
075937,75531
129090,44151
053728,61382
056650,52537
007379,24233
133976,72263
056888,51835
031807,10983
015769,56957
074383,47457
004102,41851
054735,70026
093518,22117
038823,88842
065265,37033
034994,76898
048491,52683
007386,38827
122648,50903
032329,52372
097959,47149
088879,76605
133023,142401
129053,41958
052393,42781
070654,35009
122106,64919
029721,52291
019184,67493
056693,64940
126406,83043
126412,17943
025669,98194
139532,34427
056687,25733
145189,39169
036615,112243
131797,29241
087431,35034
148532,37687
058053,184959
057360,127186
111335,67399
145002,62137
134823,50993
121590,68956
003725,27065
141264,79393
000204,53057
006675,70739
064796,75555
119027,45675
065488,21259
110765,43723
042751,33169
139491,40989
090617,43957
133802,51727
114265,49587
094465,29095
145758,107121
104062,81589
108880,35405
116466,18933
139485,61745
140620,47995
129696,38231
004076,52291
042023,88117
110771,43185
000210,56173
113278,85831
125721,96537
138016,36715
081083,51643
073573,25407
001683,58741
037325,49198
107594,21561
090824,129035
080389,48234
092955,30861
112199,65543
036985,15471
024371,50395
101873,78580
126214,23637
074546,32217
060533,97351
134610,48759
076437,47551
108843,40477
047826,41885
122066,49338
047198,36145
115812,61903
024365,68085
087155,83503
108472,53579
089178,94217
051275,28961
125286,65495
048042,53679
016880,64935
108314,39379
107027,60011
003533,72533
106339,25131
108300,21229
099419,60595
005156,20007
057176,60986
041714,66831
051261,76059
105142,108299
116880,56017
114067,57007
106463,124053
042235,51643
116116,27045
064594,58237
092564,59489
094101,46865
029480,55233
006463,45795
142553,41733
121976,23346
013708,18367
054443,53950
140344,33475
118891,41765
139687,27841
086263,83707
114073,28725
011679,49421
077517,24753
109977,23617
137899,39009
073771,44141
091092,61515
078156,29259
091086,91193
075314,34793
109963,35777
120329,31739
080835,85569
073765,51785
091938,31851
115392,44293
133433,47483
071172,65011
099394,104763
043856,64133
119580,74303
057823,47197
126016,18305
120467,49697
054480,39519
026016,62755
011862,49393
120315,51697
043842,37029
108499,73055
085791,90207
133437,34399
021999,68093
011682,71507
035734,33487
073761,57815
087186,72565
075310,27983
023156,51705
091082,43251
089815,75923
005191,94391
096935,64919
114936,52765
027456,23477
068355,60173
127330,42055
138210,82916
131552,104299
073775,47425
126748,31255
087192,39595
075304,37399
109973,43681
091900,18497
124177,30193
026012,50337
036567,63782
111872,67243
064553,76465
119584,73301
099390,78279
120305,66587
108489,59973
128759,71427
118671,27719
014739,35531
012348,64323
051265,47377
092548,110359
154309,73309
147413,90337
108304,58719
097424,50251
053300,52901
003537,47081
048046,57557
135091,66077
006329,69007
051271,52655
103523,40303
108476,18581
127495,32193
087151,90874
057628,32539
114077,74741
052036,50651
014063,101202
092574,6399
046043,73358
006467,32073
000002,107473
064590,57423
146725,62827
149416,67183
149370,63329
110205,39083
054335,49118
092206,41307
010577,34339
114063,61809
092951,23234
048293,76459
136995,37919
107590,53499
148287,55650
063770,50343
012189,60261
042966,159267
085593,39587
001687,44053
039318,49587
107584,40669
116489,23713
004099,54353
006856,28105
021231,52187
003906,30597
115816,45825
062452,31941
129889,33880
098298,130053
108847,35597
117967,53978
062446,33045
118498,17975
060537,66471
003912,25809
139330,31799
064989,67675
003721,44385
131787,22977
121594,73868
134827,71025
145760,57871
015625,105581
129876,45591
126589,64847
137484,93535
143305,38907
001644,112035
016338,33563
094449,68443
110985,45507
148536,84837
046241,90573
004072,52063
110775,47325
108884,16791
127867,46602
109542,36013
114275,44212
104066,69549
145748,35689
119745,182541
004066,33269
113268,11723
000200,64403
133027,50047
149953,106729
073371,16877
074378,80817
061013,53769
028375,47977
039278,30561
061007,22461
032339,62291
127720,73949
088869,25619
073365,18488
131624,106773
029719,78374
097961,28124
129043,48805
064631,54557
124201,64213
060331,127615
126416,20749
139536,31352
062526,40822
126402,75997
139522,30635
062532,43412
053937,63643
071228,67759
029043,24063
145199,67263
072047,58965
147956,40397
064625,50807
113334,102283
093520,31601
048442,17393
051113,8300
085424,80153
118507,24169
107427,30605
043517,67029
107433,59387
048456,76735
051661,32987
017634,85778
134947,59307
054719,72971
110629,40473
141300,24389
038827,67246
075927,22535
109350,83393
014315,98713
110167,79813
074387,42517
127913,53060
112770,61955
066783,31411
056640,58653
133972,31293
074393,28019
129094,41097
075933,98025
017608,59331
050543,89709
038833,59785
067660,51539
078998,69511
065077,41282
138416,40449
137725,61653
097587,56445
096699,47233
107180,70442
037731,49955
037725,77513
131426,38909
116099,12931
065063,84933
137719,31809
118922,23155
143098,60361
122472,91013
029255,73521
026600,82926
109191,34969
130710,141535
022472,44013
127278,38907
132675,17967
056495,57001
126600,48867
148132,62687
017344,39533
133580,13903
060872,64765
118063,18195
130937,50247
097544,29333
127287,33337
130923,39299
119369,48231
047201,58573
051305,27913
122499,73883
108502,101615
092366,96413
123977,96459
141894,110053
118739,44175
080004,30889
110417,111785
080776,93069
052630,48864
009152,51197
040234,58183
106274,104853
121813,91067
072287,60807
040235,97897
052631,32481
118738,39751
090570,121265
002012,99699
123976,60499
008259,52461
061589,31486
050754,84055
112215,11313
080005,33021
047200,16089
130922,28215
127286,38339
108503,76127
122498,57455
017345,39463
148133,76773
097545,16791
118062,18563
060873,65337
114880,78743
058334,76743
029526,74635
127279,20377
087965,42649
022473,57712
140584,21715
022315,60129
126601,33123
122473,35715
143099,58658
118923,90463
054297,28423
130711,105026
146687,54227
087971,41513
076036,80579
116098,20923
129268,61970
026629,51765
115591,60645
085828,86357
023037,62983
137724,42851
065076,53559
038365,26666
000822,28887
067661,17737
037730,72885
107181,117377
096698,23411
097586,54485
073172,18163
074392,62913
110172,18117
133973,57527
017609,112945
042146,71866
075932,53095
129095,46121
149775,29815
075926,57469
038826,52822
082410,61755
056641,98155
066782,36495
085419,56699
133967,34969
127912,53762
074386,84263
116517,62039
110166,61957
117609,37221
048457,44508
107432,39647
090982,72479
148443,72949
017635,89434
134952,58419
093521,30345
085343,95971
113335,61829
043516,41025
107426,56311
120099,59681
085425,51033
113453,87647
051112,33388
048443,72825
029042,89857
056696,49792
062533,48937
139523,34967
126403,84511
129056,51434
088854,86369
072046,64311
132310,23849
064630,51691
129042,30583
097960,22717
062527,52651
139537,31745
126417,39125
122671,45805
106937,21263
032338,92513
021422,99483
048494,47647
007383,72799
061006,21121
029718,56436
064618,16875
088868,61861
073370,24077
133026,83773
061012,20261
035443,27151
004846,65711
145749,35897
059374,57013
113269,32585
027866,42973
003708,38943
004067,26907
064787,55569
110774,65513
004073,65047
009557,44535
104067,79181
114274,83620
119988,74235
109543,39955
140625,42009
127866,60254
108885,21863
016339,53795
143304,80095
122936,21064
126588,28617
148537,67897
131792,37477
055572,78483
122088,64777
134826,48351
057371,108213
121595,78987
003720,44283
022088,80513
057417,35846
145761,42317
040180,46609
118499,31731
034167,117275
064988,109775
003913,24393
060536,75359
122077,49023
115817,36985
097814,69219
117966,61286
108846,32953
098299,49875
120112,72907
081938,28445
116488,17905
061172,74069
001686,60183
036994,26357
017782,77767
006857,36191
004098,56323
092950,21383
038775,70799
113282,14571
085592,42327
123427,69735
035537,55947
148286,59665
012188,101385
107591,33759
023355,59643
136994,51081
149417,50863
146724,63243
064591,64353
071822,20711
092561,66479
114062,44087
056523,44719
110204,30525
114076,60265
057629,81669
052037,15655
108339,70235
053301,47643
127494,31567
108477,46847
103522,41675
143106,85435
046718,28477
000995,73813
012349,82433
014738,40687
118670,26905
108305,41555
147412,101173
154308,44799
092549,48583
120462,19359
128758,41033
072456,87357
108488,70857
120304,21847
099391,89943
026007,46645
026013,56881
124176,35335
011867,59633
089196,84269
120310,53377
111873,53481
122261,65391
131553,74473
121740,74785
138211,32096
127331,22313
121998,106081
068354,56305
125240,24425
037136,48335
109972,12067
126749,45187
087193,31879
073774,83073
087187,38037
073760,26961
059823,75879
030895,30211
011683,56717
134359,90989
021998,79139
133436,86353
114937,58819
089814,85791
033422,70483
091083,53397
087191,28471
073776,90051
072468,34097
130129,60131
068356,51311
138213,54105
091081,40025
138207,73606
089816,51798
096936,70929
013928,44125
027455,48600
071175,57865
133434,58361
085792,95073
011681,49851
087185,35215
073762,41889
107949,53031
023155,42579
122511,84741
129444,42217
099393,89177
120306,47477
127469,31994
060736,83738
016878,49977
130667,20430
111871,34727
052948,42517
120312,15593
109958,54547
116878,49483
026011,24849
135092,35153
051272,40771
103520,52245
081523,39275
108475,58969
127496,22899
087152,85602
106458,43689
